0.979631	0.959677
0.959677	0.920979
0.972912	0.946558
0.946558	0.895971
0.965252	0.931711
0.931711	0.868085
0.956658	0.915194
0.915194	0.83758
0.947138	0.897071
0.897071	0.804736
0.936702	0.877411
0.877411	0.769851
0.92536	0.856292
0.856292	0.733236
0.913123	0.833794
0.833794	0.695213
0.900003	0.810005
0.810005	0.656108
0.886011	0.785016
0.785016	0.61625
0.871163	0.758925
0.758925	0.575967
0.855472	0.731832
0.731832	0.535578
0.838953	0.703842
0.703842	0.495393
0.821622	0.675063
0.675063	0.45571
0.803497	0.645607
0.645607	0.416809
0.784594	0.615588
0.615588	0.378949
0.764933	0.585122
0.585122	0.342368
0.744531	0.554326
0.554326	0.307277
0.723409	0.52332
0.52332	0.273864
0.701587	0.492224
0.492224	0.242285
0.679086	0.461158
0.461158	0.212667
0.655929	0.430242
0.430242	0.185108
0.632136	0.399596
0.399596	0.159677
0.607733	0.369339
0.369339	0.136411
0.582741	0.339587
0.339587	0.11532
0.557186	0.310456
0.310456	0.0963822
0.531091	0.282058
0.282058	0.0795576
0.504483	0.254503
0.254503	0.0647708
0.477387	0.227898
0.227898	0.0519381
0.449828	0.202346
0.202346	0.0409428
0.421835	0.177945
0.177945	0.0316647
0.393434	0.15479
0.15479	0.0239595
0.364652	0.132971
0.132971	0.0176818
0.335517	0.112571
0.112571	0.0126694
0.306057	0.0936705
0.093671	0.00877124
0.276302	0.0763424
0.0763426	0.00582796
0.246279	0.0606542
0.0606533	0.00367993
0.216018	0.0466642
0.0466637	0.00217742
0.185548	0.034427
0.034428	0.00118476
0.154898	0.0239931
0.0239934	0.000575244
0.124099	0.0154015
0.0154005	0.000234306
0.0931793	0.00868267
0.00868238	7.35521e-05
0.0621696	0.00386512
0.00386506	1.33514e-05
0.0310999	0.000965893
0.000967201	5.36442e-07
6.12323e-17	-5.36442e-07
3.7494e-33	-4.29153e-06
-0.0310999	0.000961602
0.000967201	5.36442e-07
-0.0621696	0.00386429
0.00386506	1.33514e-05
-0.0931793	0.00868249
0.00868238	7.51019e-05
-0.124099	0.0153981
0.0154005	0.000237882
-0.154898	0.0239972
1	0.000575244
